Car_ID,Symboling,Car_Name,aspiration,Number of Doors,Car_Body,Drive_Wheel,Engine_Location,Wheel_Base,Car_Length,Car_Width,Car_Height,Curb_Weight,Engine_Type,Cylinder_Number,Engine_Size,Fuel_System,Bore_Ratio,Stroke,Compression_Ratio,Horsepower,Peak_RPM,City_Mileage,Highway_L/100km,Price,Horsepower_Binned,Engine_Size_Binned,City_L/100km_Binned,Fuel_Type(diesel),Fuel_Type(gas)
103,0,nissan fuga,std,four,wagon,fwd,front,100.4,184.6,66.5,56.1,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200,13.835882352941177,10.691363636363636,14399.0,Medium,Medium,High,0,1
104,0,nissan otti,std,four,sedan,fwd,front,100.4,184.6,66.5,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200,12.379473684210527,9.4084,13499.0,Medium,Medium,Medium,0,1
105,3,nissan teana,std,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200,12.379473684210527,9.4084,17199.0,Medium,Medium,Medium,0,1
106,3,nissan kicks,turbo,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200,5200,13.835882352941177,10.226521739130435,19699.0,Medium,Medium,High,0,1
107,1,nissan clipper,std,two,hatchback,rwd,front,99.2,178.5,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200,12.379473684210527,9.4084,18399.0,Medium,Medium,Medium,0,1
108,0,peugeot 504,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000,12.379473684210527,9.800416666666667,11900.0,Low,Small,Medium,0,1
109,0,peugeot 304,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3197,l,four,152,idi,3.7,3.52,21.0,95,4150,8.400357142857143,7.127575757575758,13200.0,Low,Medium,Low,1,0
110,0,peugeot 504 (sw),std,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000,12.379473684210527,9.800416666666667,12440.0,Low,Small,Medium,0,1
111,0,peugeot 504,turbo,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3430,l,four,152,idi,3.7,3.52,21.0,95,4150,9.4084,9.4084,13860.0,Low,Medium,Medium,1,0
112,0,peugeot 504,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,2.19,8.4,95,5000,12.379473684210527,9.800416666666667,15580.0,Low,Small,Medium,0,1
113,0,peugeot 604sl,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95,4150,8.400357142857143,7.127575757575758,16900.0,Low,Medium,Low,1,0
114,0,peugeot 504,std,four,wagon,rwd,front,114.2,198.9,68.4,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000,12.379473684210527,9.800416666666667,16695.0,Low,Small,Medium,0,1
115,0,peugeot 505s turbo diesel,turbo,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3485,l,four,152,idi,3.7,3.52,21.0,95,4150,9.4084,9.4084,17075.0,Low,Medium,Medium,1,0
116,0,peugeot 504,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000,12.379473684210527,9.800416666666667,16630.0,Low,Small,Medium,0,1
117,0,peugeot 504,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95,4150,8.400357142857143,7.127575757575758,17950.0,Low,Medium,Low,1,0
118,0,peugeot 604sl,turbo,four,sedan,rwd,front,108.0,186.7,68.3,56.0,3130,l,four,134,mpfi,3.61,3.21,7.0,142,5600,13.067222222222222,9.800416666666667,18150.0,Medium,Small,Medium,0,1
119,1,plymouth fury iii,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,6.357027027027027,5.736829268292683,5572.0,Low,Small,Low,0,1
120,1,plymouth cricket,turbo,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,9.800416666666667,7.840333333333334,7957.0,Low,Small,Medium,0,1
121,1,plymouth fury iii,std,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,7.58741935483871,6.189736842105264,6229.0,Low,Small,Low,0,1
122,1,plymouth satellite custom (sw),std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,7.58741935483871,6.189736842105264,6692.0,Low,Small,Low,0,1
123,1,plymouth fury gran sedan,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,7.58741935483871,6.189736842105264,7609.0,Low,Small,Low,0,1
124,-1,plymouth valiant,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,9.800416666666667,7.840333333333334,8921.0,Low,Small,Medium,0,1
125,3,plymouth duster,turbo,two,hatchback,rwd,front,95.9,173.2,66.3,50.2,2818,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,12.379473684210527,9.800416666666667,12764.0,Medium,Medium,Medium,0,1
126,3,porsche macan,std,two,hatchback,rwd,front,94.5,168.9,68.3,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500,12.379473684210527,8.711481481481481,22018.0,Medium,Medium,Medium,0,1
127,3,porcshce panamera,std,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,13.835882352941177,9.4084,32528.0,Medium,Medium,High,0,1
128,3,porsche cayenne,std,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,13.835882352941177,9.4084,34028.0,Medium,Medium,High,0,1
129,3,porsche boxter,std,two,convertible,rwd,rear,89.5,168.9,65.0,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,13.835882352941177,9.4084,37028.0,Medium,Medium,High,0,1
130,1,porsche cayenne,std,two,hatchback,rwd,front,98.4,175.7,72.3,50.5,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,288,5750,13.835882352941177,8.400357142857143,31400.5,High,Medium,High,0,1
131,0,renault 12tl,std,four,wagon,fwd,front,96.1,181.5,66.5,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,90,5100,10.226521739130435,7.58741935483871,9295.0,Low,Small,Medium,0,1
132,2,renault 5 gtl,std,two,hatchback,fwd,front,96.1,176.8,66.6,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,90,5100,10.226521739130435,7.58741935483871,9895.0,Low,Small,Medium,0,1
133,3,saab 99e,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250,11.200476190476191,8.400357142857143,11850.0,Low,Small,Medium,0,1
134,2,saab 99le,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,11.200476190476191,8.400357142857143,12170.0,Low,Small,Medium,0,1
135,3,saab 99le,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,11.200476190476191,8.400357142857143,15040.0,Low,Small,Medium,0,1
136,2,saab 99gle,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,11.200476190476191,8.400357142857143,15510.0,Low,Small,Medium,0,1
137,3,saab 99gle,turbo,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500,12.379473684210527,9.046538461538463,18150.0,Medium,Small,Medium,0,1
138,2,saab 99e,turbo,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500,12.379473684210527,9.046538461538463,18620.0,Medium,Small,Medium,0,1
139,2,subaru,std,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900,7.58741935483871,6.533611111111111,5118.0,Low,Small,Low,0,1
140,2,subaru dl,std,two,hatchback,fwd,front,93.7,157.9,63.6,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,9.046538461538463,7.58741935483871,7053.0,Low,Small,Low,0,1
141,2,subaru dl,std,two,hatchback,4wd,front,93.3,157.3,63.8,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,9.046538461538463,7.58741935483871,7603.0,Low,Small,Low,0,1
142,0,subaru,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,7.3503125,6.357027027027027,7126.0,Low,Small,Low,0,1
143,0,subaru brz,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,8.400357142857143,7.127575757575758,7775.0,Low,Small,Low,0,1
144,0,subaru baja,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,9.046538461538463,7.3503125,9960.0,Low,Small,Low,0,1
145,0,subaru r1,std,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,9.800416666666667,9.4084,9233.0,Low,Small,Medium,0,1
146,0,subaru r2,turbo,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,9.800416666666667,8.110689655172415,11259.0,Low,Small,Medium,0,1
147,0,subaru trezia,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,8.400357142857143,7.3503125,7463.0,Low,Small,Low,0,1
148,0,subaru tribeca,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,9.4084,7.58741935483871,10198.0,Low,Small,Medium,0,1
149,0,subaru dl,std,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,10.226521739130435,8.110689655172415,8013.0,Low,Small,Medium,0,1
150,0,subaru dl,turbo,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,10.226521739130435,10.226521739130435,11694.0,Low,Small,Medium,0,1
151,1,toyota corona mark ii,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,6.720285714285715,6.031025641025641,5348.0,Low,Small,Low,0,1
152,1,toyota corona,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,7.58741935483871,6.189736842105264,6338.0,Low,Small,Low,0,1
153,1,toyota corolla 1200,std,four,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,7.58741935483871,6.189736842105264,6488.0,Low,Small,Low,0,1
154,0,toyota corona hardtop,std,four,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,7.58741935483871,6.357027027027027,6918.0,Low,Small,Low,0,1
155,0,toyota corolla 1600 (sw),std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,8.711481481481481,7.3503125,7898.0,Low,Small,Low,0,1
156,0,toyota carina,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800,8.711481481481481,7.3503125,8778.0,Low,Small,Low,0,1
157,0,toyota mark ii,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,7.840333333333334,6.357027027027027,6938.0,Low,Small,Low,0,1
158,0,toyota corolla 1200,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,7.840333333333334,6.357027027027027,7198.0,Low,Small,Low,0,1
159,0,toyota corona,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,6.917941176470588,6.533611111111111,7898.0,Low,Small,Low,1,0
160,0,toyota corolla,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,6.189736842105264,5.004468085106383,7788.0,Low,Small,Low,1,0
161,0,toyota corona,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,6.189736842105264,5.004468085106383,7738.0,Low,Small,Low,0,1
162,0,toyota corolla,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,8.400357142857143,6.917941176470588,8358.0,Low,Small,Low,0,1
163,0,toyota mark ii,std,four,sedan,fwd,front,95.7,166.3,64.4,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,8.400357142857143,6.917941176470588,9258.0,Low,Small,Low,0,1
164,1,toyota corolla liftback,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,8.110689655172415,6.917941176470588,8058.0,Low,Small,Low,0,1
165,1,toyota corona,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,8.110689655172415,6.917941176470588,8238.0,Low,Small,Low,0,1
166,1,toyota celica gt liftback,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,9.046538461538463,8.110689655172415,9298.0,Low,Small,Low,0,1
167,1,toyota corolla tercel,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,9.046538461538463,8.110689655172415,9538.0,Low,Small,Low,0,1
168,2,toyota corona liftback,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,9.800416666666667,7.840333333333334,8449.0,Low,Small,Medium,0,1
169,2,toyota corolla,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,9.800416666666667,7.840333333333334,9639.0,Low,Small,Medium,0,1
170,2,toyota starlet,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,9.800416666666667,7.840333333333334,9989.0,Low,Small,Medium,0,1
171,2,toyota tercel,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,9.800416666666667,7.840333333333334,11199.0,Low,Small,Medium,0,1
172,2,toyota corolla,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,9.800416666666667,7.840333333333334,11549.0,Low,Small,Medium,0,1
173,2,toyota cressida,std,two,convertible,rwd,front,98.4,176.2,65.6,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,9.800416666666667,7.840333333333334,17669.0,Low,Small,Medium,0,1
174,-1,toyota corolla,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,8.110689655172415,6.917941176470588,8948.0,Low,Small,Low,0,1
175,-1,toyota celica gt,turbo,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,7.840333333333334,7.127575757575758,10698.0,Low,Small,Low,1,0
176,-1,toyota corona,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,8.711481481481481,7.3503125,9988.0,Low,Small,Low,0,1
177,-1,toyota corolla,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,8.711481481481481,7.3503125,10898.0,Low,Small,Low,0,1
178,-1,toyota mark ii,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,8.711481481481481,7.3503125,11248.0,Low,Small,Low,0,1
179,3,toyota corolla liftback,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,11.7605,9.800416666666667,16558.0,Medium,Medium,Medium,0,1
180,3,toyota corona,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,12.379473684210527,9.800416666666667,15998.0,Medium,Medium,Medium,0,1
181,-1,toyota starlet,std,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,11.7605,9.800416666666667,15690.0,Medium,Medium,Medium,0,1
182,-1,toyouta tercel,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,12.379473684210527,9.800416666666667,15750.0,Medium,Medium,Medium,0,1
183,2,vokswagen rabbit,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800,6.357027027027027,5.1132608695652175,7775.0,Low,Small,Low,1,0
184,2,volkswagen 1131 deluxe sedan,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,8.711481481481481,6.917941176470588,7975.0,Low,Small,Low,0,1
185,2,volkswagen model 111,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800,6.357027027027027,5.1132608695652175,7995.0,Low,Small,Low,1,0
186,2,volkswagen type 3,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,8.711481481481481,6.917941176470588,8195.0,Low,Small,Low,0,1
187,2,volkswagen 411 (sw),std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,8.711481481481481,6.917941176470588,8495.0,Low,Small,Low,0,1
188,2,volkswagen super beetle,turbo,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500,6.357027027027027,5.600238095238096,9495.0,Low,Small,Low,1,0
189,2,volkswagen dasher,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500,9.046538461538463,7.3503125,9995.0,Low,Small,Low,0,1
190,3,vw dasher,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,9.800416666666667,8.110689655172415,11595.0,Low,Small,Medium,0,1
191,3,vw rabbit,std,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,9.800416666666667,8.110689655172415,9980.0,Low,Small,Medium,0,1
192,0,volkswagen rabbit,std,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,12.379473684210527,9.800416666666667,13295.0,Low,Small,Medium,0,1
193,0,volkswagen rabbit custom,turbo,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500,7.127575757575758,6.189736842105264,13845.0,Low,Small,Low,1,0
194,0,volkswagen dasher,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500,9.4084,7.58741935483871,12290.0,Low,Small,Medium,0,1
195,-2,volvo 145e (sw),std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,10.226521739130435,8.400357142857143,12940.0,Low,Small,Medium,0,1
196,-1,volvo 144ea,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,10.226521739130435,8.400357142857143,13415.0,Low,Small,Medium,0,1
197,-2,volvo 244dl,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,9.800416666666667,8.400357142857143,15985.0,Low,Small,Medium,0,1
198,-1,volvo 245,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,9.800416666666667,8.400357142857143,16515.0,Low,Small,Medium,0,1
199,-2,volvo 264gl,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,13.835882352941177,10.691363636363636,18420.0,Medium,Small,High,0,1
200,-1,volvo diesel,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,13.835882352941177,10.691363636363636,18950.0,Medium,Small,High,0,1
201,-1,volvo 145e (sw),std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,10.226521739130435,8.400357142857143,16845.0,Low,Small,Medium,0,1
202,-1,volvo 144ea,turbo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,12.379473684210527,9.4084,19045.0,Medium,Small,Medium,0,1
203,-1,volvo 244dl,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,13.067222222222222,10.226521739130435,21485.0,Medium,Medium,Medium,0,1
204,-1,volvo 246,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800,9.046538461538463,8.711481481481481,22470.0,Low,Small,Low,1,0
205,-1,volvo 264gl,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,12.379473684210527,9.4084,22625.0,Low,Small,Medium,0,1
